matter_id,client_ref,title,practice_area,opened_on,lead_attorney,estimated_value
MAT-2772,CL-2772,Real Estate Holdings Corp v. ACME Corp - Employment Dispute,Regulatory,09/09/21,Ayesha Khan,"$42,979"
MAT-2773,CL-2773,Construction Partners - Contract Breach,M&A,02-Dec-2024,Ayesha Khan,"42,631"
MAT-2774,CL-2774,Healthcare Holdings Corp - Master Services Agreement Negotiation,Employment,24-Nov-2025,Emily Davis,29K
MAT-2775,CL-2775,Real Estate Solutions Inc - Regulatory Inquiry,Employment,1650530080,Mark Thompson,42510
MAT-2776,CL-2776,Real Estate Systems - Regulatory Inquiry,Regulatory,26/04/2025,Mark Thompson,"$41,260.00"
MAT-2777,CL-2777,Insurance Systems v. ACME Corp - Employment Dispute,Corporate,11/08/22,James Wilson,11284
MAT-2778,CL-2778,Construction Group LLC - Master Services Agreement Negotiation,Regulatory,1620635680,Robert Taylor,29K
MAT-2779,CL-2779,Manufacturing Solutions Inc - Regulatory Inquiry,Corporate,30-Jun-2024,Robert Taylor,19K
MAT-2780,CL-2780,Retail Solutions Inc v. ACME Corp - Employment Dispute,Regulatory,01/12/2023,Michael Brown,"""15,421.00"""
MAT-2781,CL-2781,Banking Solutions Inc - Contract Breach,Regulatory,19/11/2021,Michael Brown,"€20,815"
MAT-2782,CL-2782,Automotive Group LLC - Regulatory Inquiry,IP,12/11/25,Ayesha Khan,34396
MAT-2783,CL-2783,Aerospace Systems - Master Services Agreement Negotiation,Tax,09-Oct-2024,Robert Taylor,"$31,281.00"
MAT-2784,CL-2784,Technology Solutions Inc - Contract Breach,Litigation,12/01/2025,Ayesha Khan,"$34,066"
MAT-2785,CL-2785,Finance Holdings Corp - Contract Breach,M&A,16/07/2024,Emily Davis,"€14,409"
MAT-2786,CL-2786,Technology Group LLC - Regulatory Inquiry,Tax,15/12/2020,Robert Taylor,38K
MAT-2787,CL-2787,Pharmaceuticals International - Contract Breach,Employment,14/02/2021,Hannah Lee,33995
MAT-2788,CL-2788,Finance Partners - Contract Breach,M&A,2021-07-01,Michael Brown,45407
MAT-2789,CL-2789,Telecommunications Systems - Regulatory Inquiry,Tax,19/12/2021,Sarah Chen,44112
MAT-2790,CL-2790,Banking International v. ACME Corp - Employment Dispute,Contracts,2025-05-10,Lina Gomez,36K
MAT-2791,CL-2791,Insurance International v. ACME Corp - Employment Dispute,IP,2025-10-25,Hannah Lee,6323
MAT-2792,CL-2792,Telecommunications Partners - Master Services Agreement Negotiation,Tax,28-Sep-2022,Mark Thompson,13K
MAT-2793,CL-2793,Transportation Solutions Inc - Regulatory Inquiry,Regulatory,1754642080,Michael Brown,32678
MAT-2794,CL-2794,Transportation Solutions Inc - Regulatory Inquiry,M&A,2023-09-13,Robert Taylor,28K
MAT-2795,CL-2795,Finance International - Master Services Agreement Negotiation,Regulatory,2024-09-29,James Wilson,48K
MAT-2796,CL-2796,Real Estate Partners v. ACME Corp - Employment Dispute,Litigation,23/03/24,Emily Davis,30930
MAT-2797,CL-2797,Construction International - Master Services Agreement Negotiation,Tax,09-Jan-2022,Daniel Park,9299
MAT-2798,CL-2798,Pharmaceuticals Systems - Contract Breach,Employment,26/11/23,Michael Brown,6819
MAT-2799,CL-2799,Banking Holdings Corp - Contract Breach,Employment,21/09/2024,Michael Brown,18K
MAT-2800,CL-2800,Construction Solutions Inc - Master Services Agreement Negotiation,IP,14/03/2021,Mark Thompson,"$11,403"
MAT-2801,CL-2801,Insurance Systems - Regulatory Inquiry,Contracts,2021-04-13,Mark Thompson,"$15,439.00"
MAT-2802,CL-2802,Energy Solutions Inc - Contract Breach,Employment,24/12/2022,Ayesha Khan,26930
MAT-2803,CL-2803,Manufacturing Holdings Corp v. ACME Corp - Employment Dispute,IP,10/04/22,Hannah Lee,10K
MAT-2804,CL-2804,Manufacturing Solutions Inc - Contract Breach,IP,09/04/2021,Lina Gomez,10469
MAT-2805,CL-2805,Energy Holdings Corp - Master Services Agreement Negotiation,IP,07/01/24,Lina Gomez,10K
MAT-2806,CL-2806,Aerospace Group LLC - Contract Breach,Employment,1706603680,Robert Taylor,8K
MAT-2807,CL-2807,Finance International - Contract Breach,Regulatory,1623659680,Lina Gomez,36767
MAT-2808,CL-2808,Aerospace Solutions Inc v. ACME Corp - Employment Dispute,Litigation,07-Feb-2023,Lina Gomez,29643
MAT-2809,CL-2809,Finance Solutions Inc - Regulatory Inquiry,IP,20-Dec-2024,Lina Gomez,"$25,290.00"
MAT-2810,CL-2810,Retail Partners - Contract Breach,Environmental,15-Mar-2022,Lina Gomez,12184
MAT-2811,CL-2811,Energy International - Contract Breach,Immigration,14-Feb-2023,Hannah Lee,12K
MAT-2812,CL-2812,Pharmaceuticals Partners v. ACME Corp - Employment Dispute,Employment,2025-08-10,Sarah Chen,"41,460"
MAT-2813,CL-2813,Energy Partners - Master Services Agreement Negotiation,Litigation,1677918880,James Wilson,41K
MAT-2814,CL-2814,Transportation International v. ACME Corp - Employment Dispute,Immigration,24-Feb-2021,Sarah Chen,"€8,056"
MAT-2815,CL-2815,Manufacturing International - Regulatory Inquiry,Employment,09/05/24,Lina Gomez,"€45,903"
MAT-2816,CL-2816,Construction Solutions Inc - Master Services Agreement Negotiation,Tax,2022-12-12,Daniel Park,27711
MAT-2817,CL-2817,Technology Systems - Contract Breach,Regulatory,02/03/2022,Michael Brown,16K
MAT-2818,CL-2818,Finance Systems - Regulatory Inquiry,Tax,1712738080,Daniel Park,21K
MAT-2819,CL-2819,Insurance Systems - Regulatory Inquiry,Immigration,1712478880,Mark Thompson,5K
MAT-2820,CL-2820,Automotive Holdings Corp - Master Services Agreement Negotiation,Employment,03/04/2022,Michael Brown,"$7,889.00"
MAT-2821,CL-2821,Real Estate Group LLC - Contract Breach,Regulatory,25/11/2023,Sarah Chen,15K
MAT-2822,CL-2822,Retail Holdings Corp - Master Services Agreement Negotiation,Tax,13-Aug-2023,Sarah Chen,49772
MAT-2823,CL-2823,Finance International - Master Services Agreement Negotiation,Tax,1707554080,Mark Thompson,6919
MAT-2824,CL-2824,Banking Systems - Master Services Agreement Negotiation,Tax,2021-09-02,James Wilson,40185
MAT-2825,CL-2825,Automotive International v. ACME Corp - Employment Dispute,Immigration,1732955680,Lina Gomez,29099
MAT-2826,CL-2826,Manufacturing Solutions Inc - Contract Breach,Immigration,1679128480,Sarah Chen,7997
MAT-2827,CL-2827,Insurance International - Regulatory Inquiry,Employment,05/11/21,Robert Taylor,16K
MAT-2828,CL-2828,Technology Holdings Corp - Master Services Agreement Negotiation,Employment,07/10/24,Lina Gomez,"$46,621.00"
MAT-2829,CL-2829,Real Estate Group LLC v. ACME Corp - Employment Dispute,Contracts,05/12/2024,Michael Brown,45773
MAT-2830,CL-2830,Technology Group LLC - Master Services Agreement Negotiation,Corporate,2024-05-06,Michael Brown,39K
MAT-2831,CL-2831,Aerospace Solutions Inc v. ACME Corp - Employment Dispute,IP,1659688480,James Wilson,23K
MAT-2832,CL-2832,Automotive Systems - Master Services Agreement Negotiation,Immigration,03-Oct-2025,Emily Davis,16558
MAT-2833,CL-2833,Insurance Partners - Contract Breach,IP,15/09/2024,Emily Davis,11293
MAT-2834,CL-2834,Construction Group LLC - Master Services Agreement Negotiation,Contracts,02/03/23,James Wilson,9578
MAT-2835,CL-2835,Automotive Group LLC - Master Services Agreement Negotiation,Corporate,09-May-2023,Ayesha Khan,"19,842"
MAT-2836,CL-2836,Aerospace Systems - Master Services Agreement Negotiation,Environmental,1708331680,Mark Thompson,"$30,652.00"
MAT-2837,CL-2837,Healthcare Solutions Inc - Contract Breach,Corporate,1663317280,Hannah Lee,27755
MAT-2838,CL-2838,Automotive Solutions Inc v. ACME Corp - Employment Dispute,Corporate,05/03/2025,Daniel Park,20956
MAT-2839,CL-2839,Insurance Systems - Regulatory Inquiry,Contracts,13-Jun-2022,Daniel Park,16651
MAT-2840,CL-2840,Automotive Partners v. ACME Corp - Employment Dispute,Immigration,1696062880,Daniel Park,"6,202"
MAT-2841,CL-2841,Banking Systems - Master Services Agreement Negotiation,Regulatory,16-Feb-2023,Emily Davis,40115
MAT-2842,CL-2842,Finance Group LLC - Contract Breach,IP,20-Jun-2023,Daniel Park,"26,142"
MAT-2843,CL-2843,Real Estate Group LLC - Master Services Agreement Negotiation,Regulatory,1723710880,Robert Taylor,5381
MAT-2844,CL-2844,Insurance Systems - Contract Breach,Litigation,29-Nov-2025,Sarah Chen,7K
MAT-2845,CL-2845,Manufacturing Holdings Corp - Master Services Agreement Negotiation,Regulatory,1698654880,Michael Brown,23653
MAT-2846,CL-2846,Energy Solutions Inc - Regulatory Inquiry,Litigation,1619253280,Emily Davis,8780
MAT-2847,CL-2847,Real Estate Partners - Master Services Agreement Negotiation,Tax,1662539680,Emily Davis,"""15,473.00"""
MAT-2848,CL-2848,Banking Partners - Master Services Agreement Negotiation,Employment,2025-11-23,Ayesha Khan,26K
MAT-2849,CL-2849,Telecommunications Group LLC v. ACME Corp - Employment Dispute,Litigation,29/01/2024,Michael Brown,36601
MAT-2850,CL-2850,Banking International - Contract Breach,Immigration,1732782880,Lina Gomez,25K
MAT-2851,CL-2851,Banking Systems - Master Services Agreement Negotiation,Contracts,04-Feb-2024,Emily Davis,34125
MAT-2852,CL-2852,Healthcare International - Regulatory Inquiry,Contracts,2023-11-04,Daniel Park,"""40,143.00"""
MAT-2853,CL-2853,Aerospace Partners v. ACME Corp - Employment Dispute,IP,1731227680,Mark Thompson,15289
MAT-2854,CL-2854,Banking Solutions Inc - Contract Breach,Tax,2023-01-22,Emily Davis,"€49,072"
MAT-2855,CL-2855,Construction Solutions Inc - Master Services Agreement Negotiation,Employment,2021-01-24,Ayesha Khan,39773
MAT-2856,CL-2856,Healthcare Solutions Inc v. ACME Corp - Employment Dispute,Litigation,2021-04-24,Mark Thompson,11673
MAT-2857,CL-2857,Energy Partners - Master Services Agreement Negotiation,Tax,2022-05-17,Lina Gomez,"""23,012.00"""
MAT-2858,CL-2858,Aerospace International - Regulatory Inquiry,Environmental,1616402080,Robert Taylor,19K
MAT-2859,CL-2859,Manufacturing International - Contract Breach,Environmental,09/07/2021,Hannah Lee,"""41,815.00"""
MAT-2860,CL-2860,Manufacturing Holdings Corp - Regulatory Inquiry,Regulatory,23/04/23,Emily Davis,"€7,755"
MAT-2861,CL-2861,Banking Group LLC - Master Services Agreement Negotiation,Contracts,16-Jul-2022,Ayesha Khan,29607
MAT-2862,CL-2862,Insurance International - Master Services Agreement Negotiation,Corporate,2023-06-17,Daniel Park,"$14,745"
MAT-2863,CL-2863,Banking Holdings Corp v. ACME Corp - Employment Dispute,Regulatory,06/03/21,Robert Taylor,"€45,347"
MAT-2864,CL-2864,Aerospace International - Regulatory Inquiry,Immigration,26/09/2022,Mark Thompson,33197
MAT-2865,CL-2865,Transportation Group LLC - Contract Breach,Corporate,2024-10-02,Lina Gomez,"€27,933"
MAT-2866,CL-2866,Transportation Group LLC v. ACME Corp - Employment Dispute,Litigation,23/06/2021,Robert Taylor,"$29,433.00"
MAT-2867,CL-2867,Banking Group LLC v. ACME Corp - Employment Dispute,IP,1661330080,Emily Davis,12134
MAT-2868,CL-2868,Pharmaceuticals Solutions Inc - Contract Breach,Employment,30/05/23,Emily Davis,31925
MAT-2869,CL-2869,Healthcare Holdings Corp v. ACME Corp - Employment Dispute,Contracts,15/11/25,Ayesha Khan,15K
MAT-2870,CL-2870,Technology Systems - Regulatory Inquiry,Immigration,1652862880,Emily Davis,11792
MAT-2871,CL-2871,Aerospace Holdings Corp - Regulatory Inquiry,Litigation,30-Jun-2022,Daniel Park,37483
MAT-2872,CL-2872,Insurance Group LLC - Contract Breach,M&A,29/07/2021,Ayesha Khan,"""29,873.00"""
MAT-2873,CL-2873,Retail Holdings Corp - Regulatory Inquiry,IP,06/04/22,Michael Brown,30473
MAT-2874,CL-2874,Insurance Holdings Corp - Contract Breach,Tax,1657355680,Emily Davis,32959
MAT-2875,CL-2875,Automotive International - Regulatory Inquiry,Litigation,13/03/2023,Ayesha Khan,39728
MAT-2876,CL-2876,Retail Holdings Corp - Master Services Agreement Negotiation,Regulatory,2020-12-19,Ayesha Khan,41K
MAT-2877,CL-2877,Transportation International v. ACME Corp - Employment Dispute,Environmental,2024-12-19,Emily Davis,35K
MAT-2878,CL-2878,Retail Solutions Inc - Contract Breach,Tax,2025-05-12,James Wilson,14K
MAT-2879,CL-2879,Real Estate International - Contract Breach,Corporate,28/08/2023,Ayesha Khan,39K
MAT-2880,CL-2880,Technology International - Contract Breach,Employment,1668242080,Sarah Chen,5K
MAT-2881,CL-2881,Energy Systems - Regulatory Inquiry,Immigration,2021-01-04,Mark Thompson,36K
MAT-2882,CL-2882,Transportation Systems v. ACME Corp - Employment Dispute,Contracts,15/12/2024,James Wilson,"$29,735.00"
MAT-2883,CL-2883,Banking International - Contract Breach,Immigration,13/02/22,Mark Thompson,"€44,110"
MAT-2884,CL-2884,Manufacturing Partners - Contract Breach,Employment,2022-07-02,Robert Taylor,44616
MAT-2885,CL-2885,Healthcare Systems - Regulatory Inquiry,IP,2025-07-27,Emily Davis,22K
MAT-2886,CL-2886,Automotive Systems - Contract Breach,Litigation,2024-06-22,Lina Gomez,41K
MAT-2887,CL-2887,Manufacturing Group LLC - Contract Breach,Regulatory,1719477280,Ayesha Khan,"€25,861"
MAT-2888,CL-2888,Energy Group LLC - Regulatory Inquiry,Contracts,2025-08-01,Sarah Chen,11K
MAT-2889,CL-2889,Pharmaceuticals Group LLC - Contract Breach,IP,2021-12-22,Sarah Chen,32K
MAT-2890,CL-2890,Technology Holdings Corp v. ACME Corp - Employment Dispute,Environmental,01/04/2023,Robert Taylor,19K
MAT-2891,CL-2891,Transportation International - Regulatory Inquiry,Immigration,13/03/21,Daniel Park,"€34,172"
MAT-2892,CL-2892,Manufacturing Group LLC - Regulatory Inquiry,Regulatory,27/04/2025,Michael Brown,32411
MAT-2893,CL-2893,Finance Solutions Inc v. ACME Corp - Employment Dispute,M&A,2024-01-18,Mark Thompson,36K
MAT-2894,CL-2894,Insurance Group LLC - Master Services Agreement Negotiation,Tax,2021-11-29,Ayesha Khan,23K
MAT-2895,CL-2895,Retail Systems v. ACME Corp - Employment Dispute,Litigation,23/02/2025,Sarah Chen,36K
MAT-2896,CL-2896,Automotive Systems - Master Services Agreement Negotiation,M&A,25/10/24,Ayesha Khan,37557
MAT-2897,CL-2897,Healthcare International - Contract Breach,IP,12/04/22,James Wilson,31K
MAT-2898,CL-2898,Transportation Holdings Corp v. ACME Corp - Employment Dispute,M&A,2023-06-13,Daniel Park,"$31,278.00"
MAT-2899,CL-2899,Banking Partners - Contract Breach,Tax,2024-04-08,Michael Brown,30K
MAT-2900,CL-2900,Aerospace International v. ACME Corp - Employment Dispute,Tax,16/03/22,Emily Davis,"""33,012.00"""
MAT-2901,CL-2901,Energy Holdings Corp v. ACME Corp - Employment Dispute,M&A,1718094880,Hannah Lee,41845
MAT-2902,CL-2902,Transportation Solutions Inc - Master Services Agreement Negotiation,Environmental,16/09/22,Hannah Lee,"€35,357"
MAT-2903,CL-2903,Technology Partners - Master Services Agreement Negotiation,Tax,2024-05-25,Robert Taylor,"""33,406.00"""
MAT-2904,CL-2904,Retail Holdings Corp - Regulatory Inquiry,Employment,08/01/2023,Ayesha Khan,33K
MAT-2905,CL-2905,Transportation Holdings Corp - Regulatory Inquiry,Immigration,10/09/24,Emily Davis,45K
MAT-2906,CL-2906,Aerospace International - Regulatory Inquiry,Environmental,24-Sep-2023,Emily Davis,15K
MAT-2907,CL-2907,Manufacturing Holdings Corp - Contract Breach,Immigration,2024-11-14,Sarah Chen,"$33,228"
MAT-2908,CL-2908,Telecommunications Systems v. ACME Corp - Employment Dispute,Corporate,2023-02-17,James Wilson,"47,036"
MAT-2909,CL-2909,Aerospace Holdings Corp - Master Services Agreement Negotiation,Regulatory,07/04/22,Michael Brown,25015
MAT-2910,CL-2910,Healthcare Holdings Corp v. ACME Corp - Employment Dispute,Tax,2022-05-28,Ayesha Khan,5K
MAT-2911,CL-2911,Insurance Holdings Corp - Contract Breach,Employment,1619166880,Hannah Lee,32039
MAT-2912,CL-2912,Insurance Holdings Corp v. ACME Corp - Employment Dispute,Environmental,30/06/2025,Sarah Chen,44640
MAT-2913,CL-2913,Energy International - Contract Breach,IP,28/04/2025,Robert Taylor,"""30,705.00"""
MAT-2914,CL-2914,Energy Systems - Regulatory Inquiry,Litigation,2021-11-17,Lina Gomez,7K
MAT-2915,CL-2915,Energy International - Contract Breach,M&A,2025-03-10,Sarah Chen,"€24,537"
MAT-2916,CL-2916,Pharmaceuticals Holdings Corp - Contract Breach,Contracts,2024-01-05,Hannah Lee,49991
MAT-2917,CL-2917,Finance International - Contract Breach,Contracts,11/08/2023,Mark Thompson,29478
MAT-2918,CL-2918,Banking Group LLC - Contract Breach,Tax,1653640480,Daniel Park,9307
MAT-2919,CL-2919,Transportation Group LLC - Regulatory Inquiry,M&A,2022-05-02,Daniel Park,28435
MAT-2920,CL-2920,Real Estate Partners - Contract Breach,Contracts,08-May-2023,Hannah Lee,21K
MAT-2921,CL-2921,Automotive Solutions Inc - Regulatory Inquiry,M&A,2024-01-08,Sarah Chen,33249
MAT-2922,CL-2922,Transportation International - Contract Breach,M&A,2020-12-07,Michael Brown,"$49,034.00"
MAT-2923,CL-2923,Energy Solutions Inc v. ACME Corp - Employment Dispute,IP,25/01/23,Hannah Lee,42K
MAT-2924,CL-2924,Healthcare Systems v. ACME Corp - Employment Dispute,Immigration,1703838880,Michael Brown,44K
MAT-2925,CL-2925,Retail Holdings Corp - Master Services Agreement Negotiation,Contracts,16-Jun-2024,Daniel Park,49K
MAT-2926,CL-2926,Automotive International - Master Services Agreement Negotiation,Contracts,22/08/25,Ayesha Khan,31K
MAT-2927,CL-2927,Transportation Group LLC - Contract Breach,Regulatory,15-Jul-2022,Hannah Lee,"€35,014"
MAT-2928,CL-2928,Manufacturing Partners - Regulatory Inquiry,Regulatory,27-Jul-2021,Ayesha Khan,"€43,872"
MAT-2929,CL-2929,Technology Systems v. ACME Corp - Employment Dispute,Immigration,1676363680,Sarah Chen,8525
MAT-2930,CL-2930,Insurance Systems v. ACME Corp - Employment Dispute,M&A,19/11/21,Sarah Chen,45K
MAT-2931,CL-2931,Energy Systems - Master Services Agreement Negotiation,Regulatory,2025-05-05,Lina Gomez,31874
MAT-2932,CL-2932,Insurance Holdings Corp v. ACME Corp - Employment Dispute,Environmental,10/06/2023,Robert Taylor,24108
MAT-2933,CL-2933,Manufacturing Systems - Master Services Agreement Negotiation,Environmental,12/07/24,Robert Taylor,29855
MAT-2934,CL-2934,Finance International v. ACME Corp - Employment Dispute,Immigration,18/07/2023,Hannah Lee,38156
MAT-2935,CL-2935,Pharmaceuticals International - Master Services Agreement Negotiation,Contracts,10-Jan-2023,Lina Gomez,5K
MAT-2936,CL-2936,Banking Partners v. ACME Corp - Employment Dispute,Environmental,03/06/25,Robert Taylor,39K
MAT-2937,CL-2937,Construction Holdings Corp - Master Services Agreement Negotiation,Litigation,15/12/23,Sarah Chen,47641
MAT-2938,CL-2938,Aerospace Systems - Contract Breach,M&A,2025-08-09,Lina Gomez,6K
MAT-2939,CL-2939,Retail Solutions Inc - Regulatory Inquiry,Regulatory,21/10/2021,Mark Thompson,"€43,726"
MAT-2940,CL-2940,Real Estate Systems v. ACME Corp - Employment Dispute,Regulatory,2023-05-25,James Wilson,"€26,374"
MAT-2941,CL-2941,Real Estate Holdings Corp - Regulatory Inquiry,Regulatory,2025-01-16,Mark Thompson,"$9,805"
MAT-2942,CL-2942,Technology International - Master Services Agreement Negotiation,M&A,22-May-2025,Hannah Lee,25K
MAT-2943,CL-2943,Energy Holdings Corp - Contract Breach,Immigration,2024-09-12,Robert Taylor,46657
MAT-2944,CL-2944,Pharmaceuticals Partners - Master Services Agreement Negotiation,Litigation,2023-06-06,Daniel Park,"€45,744"
MAT-2945,CL-2945,Healthcare Holdings Corp - Regulatory Inquiry,Contracts,1646296480,Sarah Chen,"$17,157"
MAT-2946,CL-2946,Technology International v. ACME Corp - Employment Dispute,Regulatory,2023-07-10,Hannah Lee,34K
MAT-2947,CL-2947,Technology Solutions Inc - Contract Breach,Immigration,27/06/2024,Daniel Park,7K
MAT-2948,CL-2948,Pharmaceuticals Holdings Corp - Contract Breach,Regulatory,13/07/22,Michael Brown,37K
MAT-2949,CL-2949,Transportation International - Contract Breach,Regulatory,13/08/2022,Robert Taylor,17K
